pedido_id,data_pedido,loja,canal_aquisicao,n_itens,categoria_principal,receita_liquida,desconto_aplicado,cliente_id
PED010794,2026-04-18,Centro,Busca Paga,3,Bebidas Funcionais,271.67,0.07,CLI01639
PED010795,2026-04-06,Shopping Norte,Orgânico,4,Creatina,404.93,0.02,CLI02659
PED010796,2026-04-10,Centro,CRM/Email,2,Whey Protein,374.89,0.02,CLI03297
PED010797,2026-04-15,Barra,Influencer,2,Barras e Snacks,63.34,0.17,CLI03060
PED010798,2026-04-06,Centro,CRM/Email,2,Bebidas Funcionais,152.7,0.05,CLI03486
PED010799,2026-04-07,Barra,Instagram Ads,2,Whey Protein,224.75,0.18,CLI03296
PED010800,2026-04-20,Shopping Norte,Influencer,3,Barras e Snacks,30.16,0.23,CLI03067
PED010801,2026-04-22,Barra,Orgânico,2,Barras e Snacks,142.05,0.01,CLI03004
PED010802,2026-04-11,Centro,Influencer,1,Bebidas Funcionais,9.32,0.2,CLI04384
PED010803,2026-04-05,Barra,Instagram Ads,2,Whey Protein,143.08,0.2,CLI01260
PED010804,2026-04-18,Barra,Instagram Ads,1,Bebidas Funcionais,11.34,0.16,CLI02056
PED010805,2026-04-17,Centro,Orgânico,4,Barras e Snacks,359.61,0.08,CLI02948
PED010806,2026-04-13,Shopping Norte,Instagram Ads,3,Barras e Snacks,104.04,0.23,CLI02614
PED010807,2026-04-02,Barra,Orgânico,2,Whey Protein,180.44,0.05,CLI01995
PED010808,2026-04-11,Shopping Norte,Orgânico,4,Whey Protein,253.24,0.01,CLI02735
PED010809,2026-04-08,Centro,CRM/Email,1,Bebidas Funcionais,9.0,0.07,CLI02296
PED010810,2026-04-11,Centro,Orgânico,3,Whey Protein,386.96,0.06,CLI00948
PED010811,2026-04-15,Shopping Norte,Instagram Ads,1,Barras e Snacks,16.13,0.2,CLI03354
PED010812,2026-04-04,Shopping Norte,Busca Paga,1,Vitaminas,57.05,0.04,CLI01426
PED010813,2026-04-04,Barra,Influencer,2,Vitaminas,66.85,0.22,CLI01511
PED010814,2026-04-20,Shopping Norte,CRM/Email,3,Whey Protein,458.25,0.04,CLI02279
PED010815,2026-04-12,Shopping Norte,CRM/Email,1,Whey Protein,151.14,0.01,CLI02884
PED010816,2026-04-03,Shopping Norte,CRM/Email,2,Vitaminas,196.29,0.04,CLI00896
PED010817,2026-04-25,Shopping Norte,Busca Paga,2,Vitaminas,261.56,0.01,CLI03410
PED010818,2026-04-04,Barra,Busca Paga,3,Whey Protein,420.26,0.07,CLI02832
PED010819,2026-04-21,Centro,Orgânico,4,Whey Protein,513.6,0.01,CLI03133
PED010820,2026-04-14,Shopping Norte,Instagram Ads,1,Barras e Snacks,17.34,0.19,CLI04365
PED010821,2026-04-22,Barra,Orgânico,3,Creatina,310.47,0.06,CLI04675
PED010822,2026-04-07,Centro,Influencer,1,Barras e Snacks,12.68,0.17,CLI03775
PED010823,2026-04-15,Barra,Orgânico,2,Whey Protein,183.07,0.03,CLI00762
PED010824,2026-04-08,Centro,Instagram Ads,1,Bebidas Funcionais,8.99,0.16,CLI01314
PED010825,2026-04-02,Centro,Influencer,1,Barras e Snacks,14.96,0.19,CLI01223
PED010826,2026-04-06,Barra,Busca Paga,2,Barras e Snacks,172.2,0.05,CLI01954
PED010827,2026-04-18,Shopping Norte,Orgânico,3,Vitaminas,87.81,0.05,CLI01369
PED010828,2026-04-19,Shopping Norte,Busca Paga,1,Barras e Snacks,17.32,0.03,CLI02002
PED010829,2026-04-01,Barra,CRM/Email,2,Vitaminas,186.44,0.02,CLI00563
PED010830,2026-04-07,Shopping Norte,Influencer,1,Bebidas Funcionais,10.77,0.21,CLI02795
PED010831,2026-04-15,Shopping Norte,Influencer,3,Barras e Snacks,138.26,0.21,CLI00951
PED010832,2026-04-14,Centro,Busca Paga,3,Vitaminas,411.82,0.07,CLI00755
PED010833,2026-04-06,Shopping Norte,Influencer,1,Barras e Snacks,14.01,0.18,CLI04944
PED010834,2026-04-02,Barra,CRM/Email,2,Creatina,198.25,0.01,CLI00872
PED010835,2026-04-02,Centro,Busca Paga,1,Whey Protein,189.09,0.03,CLI04509
PED010836,2026-04-27,Shopping Norte,Instagram Ads,1,Barras e Snacks,11.72,0.2,CLI04643
PED010837,2026-04-12,Shopping Norte,CRM/Email,3,Creatina,310.93,0.04,CLI03801
PED010838,2026-04-20,Centro,Orgânico,2,Bebidas Funcionais,25.71,0.08,CLI01021
PED010839,2026-04-14,Centro,CRM/Email,3,Creatina,132.06,0.05,CLI04112
PED010840,2026-04-27,Shopping Norte,Instagram Ads,1,Barras e Snacks,17.45,0.16,CLI02259
PED010841,2026-04-14,Centro,Instagram Ads,3,Whey Protein,210.69,0.22,CLI02826
PED010842,2026-04-14,Centro,Instagram Ads,2,Barras e Snacks,148.0,0.24,CLI03539
PED010843,2026-04-13,Centro,Instagram Ads,3,Barras e Snacks,78.29,0.2,CLI00396
PED010844,2026-04-27,Centro,Orgânico,3,Creatina,347.47,0.06,CLI04322
PED010845,2026-04-09,Centro,CRM/Email,3,Bebidas Funcionais,284.88,0.07,CLI02853
PED010846,2026-04-12,Shopping Norte,Orgânico,2,Bebidas Funcionais,151.66,0.08,CLI02218
PED010847,2026-04-18,Shopping Norte,CRM/Email,2,Creatina,258.25,0.03,CLI03234
PED010848,2026-04-26,Centro,Orgânico,2,Creatina,284.06,0.0,CLI03534
PED010849,2026-04-11,Barra,Busca Paga,2,Whey Protein,216.92,0.06,CLI01434
PED010850,2026-04-23,Shopping Norte,Influencer,2,Barras e Snacks,32.95,0.22,CLI03842
PED010851,2026-04-04,Centro,Instagram Ads,3,Barras e Snacks,30.81,0.18,CLI04276
PED010852,2026-04-17,Centro,Influencer,1,Barras e Snacks,16.71,0.18,CLI00997
PED010853,2026-04-11,Shopping Norte,Busca Paga,1,Whey Protein,201.25,0.06,CLI04349
PED010854,2026-04-27,Centro,Influencer,3,Barras e Snacks,46.82,0.24,CLI02481
PED010855,2026-04-25,Barra,CRM/Email,3,Whey Protein,409.97,0.02,CLI02580
PED010856,2026-04-22,Barra,Orgânico,3,Whey Protein,306.16,0.06,CLI01075
PED010857,2026-04-14,Centro,Influencer,2,Whey Protein,321.07,0.17,CLI01551
PED010858,2026-04-24,Barra,Influencer,1,Bebidas Funcionais,7.6,0.22,CLI04551
PED010859,2026-04-01,Shopping Norte,Instagram Ads,2,Creatina,103.98,0.17,CLI00591
PED010860,2026-04-27,Centro,Orgânico,1,Whey Protein,207.12,0.03,CLI00757
PED010861,2026-04-08,Barra,Orgânico,3,Creatina,229.03,0.04,CLI03973
PED010862,2026-04-22,Shopping Norte,Influencer,2,Bebidas Funcionais,22.29,0.23,CLI00298
PED010863,2026-04-17,Centro,Influencer,2,Barras e Snacks,32.19,0.15,CLI02487
PED010864,2026-04-07,Centro,Instagram Ads,1,Barras e Snacks,11.45,0.23,CLI01831
PED010865,2026-04-23,Centro,Busca Paga,4,Barras e Snacks,350.61,0.06,CLI00017
PED010866,2026-04-27,Shopping Norte,Influencer,2,Vitaminas,52.09,0.18,CLI01957
PED010867,2026-04-16,Barra,Influencer,3,Whey Protein,190.58,0.22,CLI03172
PED010868,2026-04-25,Shopping Norte,Orgânico,1,Whey Protein,142.45,0.07,CLI03427
PED010869,2026-04-24,Centro,Influencer,1,Creatina,89.95,0.21,CLI02134
PED010870,2026-04-19,Barra,CRM/Email,3,Vitaminas,364.12,0.04,CLI00955
PED010871,2026-04-20,Centro,Busca Paga,4,Bebidas Funcionais,87.84,0.04,CLI00277
PED010872,2026-04-22,Shopping Norte,Influencer,1,Barras e Snacks,15.8,0.16,CLI02626
PED010873,2026-04-09,Barra,Orgânico,3,Vitaminas,177.27,0.05,CLI03020
PED010874,2026-04-01,Centro,Influencer,1,Vitaminas,40.32,0.21,CLI04025
PED010875,2026-04-20,Centro,CRM/Email,2,Whey Protein,337.3,0.03,CLI02498
PED010876,2026-04-15,Centro,Orgânico,2,Whey Protein,329.94,0.03,CLI00555
PED010877,2026-04-21,Centro,Influencer,1,Bebidas Funcionais,10.17,0.17,CLI01764
PED010878,2026-04-07,Shopping Norte,Instagram Ads,3,Bebidas Funcionais,34.57,0.16,CLI00846
PED010879,2026-04-15,Centro,CRM/Email,3,Vitaminas,288.49,0.05,CLI00958
PED010880,2026-04-07,Shopping Norte,Orgânico,3,Barras e Snacks,79.66,0.03,CLI04618
PED010881,2026-04-01,Shopping Norte,Orgânico,2,Barras e Snacks,77.32,0.08,CLI01807
PED010882,2026-04-24,Shopping Norte,CRM/Email,1,Bebidas Funcionais,10.47,0.06,CLI01748
PED010883,2026-04-03,Centro,Instagram Ads,2,Bebidas Funcionais,199.11,0.16,CLI03204
PED010884,2026-04-02,Shopping Norte,Influencer,1,Bebidas Funcionais,11.06,0.22,CLI04993
PED010885,2026-04-19,Shopping Norte,Instagram Ads,1,Barras e Snacks,14.12,0.2,CLI03486
PED010886,2026-04-11,Centro,Instagram Ads,3,Vitaminas,103.81,0.2,CLI04013
PED010887,2026-04-09,Centro,Instagram Ads,1,Bebidas Funcionais,10.93,0.22,CLI02865
PED010888,2026-04-04,Shopping Norte,Influencer,2,Bebidas Funcionais,168.91,0.17,CLI03077
PED010889,2026-04-01,Shopping Norte,Orgânico,2,Whey Protein,264.62,0.04,CLI00298
PED010890,2026-04-13,Centro,Influencer,1,Bebidas Funcionais,9.1,0.24,CLI03924
PED010891,2026-04-09,Shopping Norte,Instagram Ads,1,Bebidas Funcionais,11.75,0.16,CLI00550
PED010892,2026-04-22,Centro,Instagram Ads,3,Barras e Snacks,43.73,0.15,CLI00377
PED010893,2026-04-12,Shopping Norte,Influencer,1,Vitaminas,42.4,0.24,CLI01214
PED010894,2026-04-16,Shopping Norte,CRM/Email,4,Vitaminas,421.07,0.07,CLI00603
PED010895,2026-04-06,Centro,Influencer,3,Barras e Snacks,37.01,0.24,CLI04994
PED010896,2026-04-05,Centro,Instagram Ads,1,Barras e Snacks,12.33,0.18,CLI00166
PED010897,2026-04-05,Shopping Norte,CRM/Email,1,Vitaminas,46.0,0.03,CLI04866
PED010898,2026-04-04,Shopping Norte,Instagram Ads,1,Bebidas Funcionais,8.28,0.18,CLI02088
PED010899,2026-04-17,Barra,Influencer,1,Creatina,111.68,0.15,CLI03604
PED010900,2026-04-02,Shopping Norte,Orgânico,1,Barras e Snacks,15.86,0.02,CLI00534
PED010901,2026-04-14,Centro,Instagram Ads,1,Barras e Snacks,13.39,0.18,CLI04881
PED010902,2026-04-18,Centro,Orgânico,3,Bebidas Funcionais,229.79,0.04,CLI00829
PED010903,2026-04-27,Centro,Influencer,2,Bebidas Funcionais,17.69,0.21,CLI00664
PED010904,2026-04-07,Centro,Instagram Ads,2,Vitaminas,204.43,0.16,CLI01443
PED010905,2026-04-05,Shopping Norte,CRM/Email,1,Creatina,99.7,0.04,CLI00220
PED010906,2026-04-18,Shopping Norte,Instagram Ads,2,Bebidas Funcionais,25.79,0.18,CLI00260
PED010907,2026-04-07,Centro,Instagram Ads,1,Barras e Snacks,13.69,0.16,CLI04477
PED010908,2026-04-16,Barra,CRM/Email,3,Creatina,307.5,0.07,CLI00831
PED010909,2026-04-03,Shopping Norte,Instagram Ads,2,Bebidas Funcionais,149.81,0.23,CLI00005
PED010910,2026-04-14,Shopping Norte,CRM/Email,3,Barras e Snacks,267.69,0.03,CLI04843
PED010911,2026-04-23,Shopping Norte,Busca Paga,4,Bebidas Funcionais,339.19,0.02,CLI04495
PED010912,2026-04-10,Centro,Busca Paga,1,Whey Protein,146.85,0.08,CLI00731
PED010913,2026-04-07,Barra,Influencer,2,Bebidas Funcionais,19.69,0.19,CLI00652
PED010914,2026-04-18,Centro,Orgânico,3,Whey Protein,229.84,0.03,CLI01747
PED010915,2026-04-13,Shopping Norte,Influencer,1,Barras e Snacks,13.57,0.18,CLI02874
PED010916,2026-04-10,Shopping Norte,CRM/Email,2,Whey Protein,344.68,0.03,CLI04206
PED010917,2026-04-26,Centro,Influencer,1,Barras e Snacks,16.15,0.19,CLI02940
PED010918,2026-04-21,Centro,Influencer,2,Bebidas Funcionais,53.19,0.18,CLI02824
PED010919,2026-04-05,Shopping Norte,Influencer,1,Bebidas Funcionais,11.04,0.22,CLI03015
PED010920,2026-04-06,Centro,Influencer,1,Bebidas Funcionais,8.37,0.17,CLI03587
PED010921,2026-04-09,Shopping Norte,Influencer,2,Creatina,99.22,0.25,CLI04606
PED010922,2026-04-21,Centro,CRM/Email,2,Vitaminas,264.88,0.01,CLI04439
PED010923,2026-04-01,Shopping Norte,Busca Paga,2,Barras e Snacks,82.54,0.0,CLI02396
PED010924,2026-04-01,Shopping Norte,Busca Paga,2,Creatina,149.94,0.06,CLI00783
PED010925,2026-04-09,Centro,CRM/Email,4,Bebidas Funcionais,446.75,0.04,CLI01758
PED010926,2026-04-07,Centro,CRM/Email,1,Whey Protein,189.78,0.01,CLI00034
PED010927,2026-04-23,Shopping Norte,Influencer,1,Barras e Snacks,12.96,0.23,CLI01676
PED010928,2026-04-10,Shopping Norte,Orgânico,2,Bebidas Funcionais,62.37,0.06,CLI01811
PED010929,2026-04-21,Shopping Norte,Instagram Ads,3,Barras e Snacks,35.68,0.19,CLI00762
PED010930,2026-04-13,Centro,Influencer,1,Barras e Snacks,12.93,0.17,CLI00358
PED010931,2026-04-02,Shopping Norte,Instagram Ads,1,Bebidas Funcionais,10.37,0.16,CLI01390
PED010932,2026-04-05,Barra,Busca Paga,2,Bebidas Funcionais,59.78,0.03,CLI01790
PED010933,2026-04-10,Barra,Orgânico,2,Bebidas Funcionais,208.13,0.01,CLI02688
PED010934,2026-04-27,Barra,Instagram Ads,1,Bebidas Funcionais,8.43,0.23,CLI02314
PED010935,2026-04-14,Barra,Busca Paga,2,Creatina,294.41,0.01,CLI02955
PED010936,2026-04-05,Shopping Norte,Orgânico,1,Whey Protein,177.22,0.01,CLI02101
PED010937,2026-04-15,Centro,Influencer,3,Barras e Snacks,45.37,0.18,CLI03671
PED010938,2026-04-11,Shopping Norte,Busca Paga,2,Bebidas Funcionais,22.58,0.05,CLI01385
PED010939,2026-04-09,Shopping Norte,Orgânico,3,Vitaminas,224.69,0.06,CLI01566
PED010940,2026-04-03,Centro,Instagram Ads,1,Bebidas Funcionais,9.07,0.23,CLI00155
PED010941,2026-04-26,Barra,Instagram Ads,2,Barras e Snacks,31.76,0.22,CLI01510
PED010942,2026-04-26,Barra,CRM/Email,2,Bebidas Funcionais,203.12,0.02,CLI00704
PED010943,2026-04-12,Shopping Norte,Instagram Ads,1,Vitaminas,46.83,0.18,CLI04202
PED010944,2026-04-02,Barra,Influencer,2,Barras e Snacks,28.84,0.2,CLI04358
PED010945,2026-04-27,Shopping Norte,Instagram Ads,1,Vitaminas,54.12,0.23,CLI04223
PED010946,2026-04-24,Barra,Instagram Ads,1,Barras e Snacks,15.45,0.19,CLI00945
PED010947,2026-04-04,Centro,Orgânico,1,Barras e Snacks,20.54,0.01,CLI02138
PED010948,2026-04-23,Centro,Orgânico,2,Whey Protein,381.28,0.02,CLI01051
PED010949,2026-04-26,Shopping Norte,Instagram Ads,1,Bebidas Funcionais,11.31,0.2,CLI01717
PED010950,2026-04-20,Shopping Norte,Influencer,1,Barras e Snacks,12.87,0.19,CLI00725
PED010951,2026-04-24,Centro,Instagram Ads,3,Bebidas Funcionais,40.38,0.17,CLI03823
PED010952,2026-04-12,Barra,Influencer,3,Barras e Snacks,146.95,0.25,CLI02277
PED010953,2026-04-27,Barra,Instagram Ads,1,Creatina,86.93,0.17,CLI01653
PED010954,2026-04-26,Centro,Instagram Ads,1,Bebidas Funcionais,9.53,0.22,CLI02623
PED010955,2026-04-14,Shopping Norte,Influencer,1,Barras e Snacks,12.79,0.24,CLI01998
PED010956,2026-04-12,Centro,Influencer,1,Bebidas Funcionais,8.19,0.15,CLI02028
PED010957,2026-04-04,Shopping Norte,Instagram Ads,3,Bebidas Funcionais,78.38,0.19,CLI03995
PED010958,2026-04-10,Barra,Busca Paga,1,Bebidas Funcionais,10.8,0.08,CLI01901
PED010959,2026-04-16,Barra,Orgânico,4,Whey Protein,463.02,0.04,CLI03284
PED010960,2026-04-07,Barra,Influencer,1,Whey Protein,156.06,0.2,CLI01521
PED010961,2026-04-13,Shopping Norte,Instagram Ads,3,Barras e Snacks,203.01,0.21,CLI03660
PED010962,2026-04-03,Shopping Norte,Orgânico,1,Creatina,101.7,0.03,CLI03921
PED010963,2026-04-05,Shopping Norte,Busca Paga,4,Creatina,440.78,0.05,CLI02283
PED010964,2026-04-23,Shopping Norte,CRM/Email,1,Whey Protein,155.15,0.05,CLI00371
PED010965,2026-04-11,Shopping Norte,CRM/Email,1,Whey Protein,192.4,0.05,CLI00051
PED010966,2026-04-24,Shopping Norte,Influencer,1,Bebidas Funcionais,9.25,0.22,CLI01405
PED010967,2026-04-13,Barra,Instagram Ads,2,Barras e Snacks,58.88,0.24,CLI03069
PED010968,2026-04-25,Centro,CRM/Email,4,Barras e Snacks,355.41,0.01,CLI00593
PED010969,2026-04-26,Barra,Orgânico,1,Vitaminas,55.0,0.03,CLI02542
PED010970,2026-04-09,Barra,Instagram Ads,2,Barras e Snacks,22.5,0.17,CLI00630
PED010971,2026-04-10,Centro,CRM/Email,1,Creatina,113.97,0.06,CLI00120
PED010972,2026-04-17,Barra,Orgânico,4,Barras e Snacks,376.43,0.06,CLI04711
PED010973,2026-04-07,Shopping Norte,Busca Paga,1,Vitaminas,51.28,0.06,CLI04270
PED010974,2026-04-20,Centro,Influencer,2,Whey Protein,154.82,0.2,CLI03141
PED010975,2026-04-15,Shopping Norte,Orgânico,2,Vitaminas,113.37,0.08,CLI04363
PED010976,2026-04-26,Shopping Norte,Influencer,1,Barras e Snacks,14.95,0.2,CLI00493
PED010977,2026-04-15,Shopping Norte,Influencer,1,Barras e Snacks,11.32,0.22,CLI00700
PED010978,2026-04-23,Centro,Influencer,1,Whey Protein,183.56,0.17,CLI02136
PED010979,2026-04-20,Barra,Influencer,3,Barras e Snacks,75.25,0.19,CLI02757
PED010980,2026-04-02,Barra,Influencer,1,Barras e Snacks,14.47,0.23,CLI00013
PED010981,2026-04-06,Centro,CRM/Email,3,Vitaminas,348.62,0.05,CLI00552
PED010982,2026-04-27,Centro,Busca Paga,2,Vitaminas,68.93,0.02,CLI03516
PED010983,2026-04-25,Centro,Instagram Ads,1,Bebidas Funcionais,9.77,0.16,CLI02621
PED010984,2026-04-09,Shopping Norte,Influencer,2,Barras e Snacks,57.85,0.19,CLI01495
PED010985,2026-04-17,Centro,Orgânico,3,Whey Protein,381.55,0.05,CLI01132
PED010986,2026-04-04,Centro,Busca Paga,1,Bebidas Funcionais,12.79,0.07,CLI04644
PED010987,2026-04-10,Centro,Influencer,1,Bebidas Funcionais,8.13,0.15,CLI02100
PED010988,2026-04-15,Shopping Norte,Influencer,1,Barras e Snacks,12.28,0.2,CLI04990
PED010989,2026-04-13,Centro,Instagram Ads,1,Barras e Snacks,16.48,0.21,CLI01410
PED010990,2026-04-16,Barra,Instagram Ads,1,Bebidas Funcionais,9.2,0.2,CLI00428
PED010991,2026-04-01,Barra,Influencer,1,Whey Protein,170.14,0.21,CLI03816
PED010992,2026-04-05,Shopping Norte,CRM/Email,4,Whey Protein,706.56,0.0,CLI00113
PED010993,2026-04-21,Centro,Orgânico,2,Creatina,137.73,0.0,CLI04841
PED010994,2026-04-11,Shopping Norte,Orgânico,2,Creatina,310.03,0.08,CLI02347
PED010995,2026-04-23,Centro,Influencer,1,Bebidas Funcionais,8.19,0.23,CLI03785
PED010996,2026-04-26,Barra,Busca Paga,2,Whey Protein,204.8,0.05,CLI00213
PED010997,2026-04-22,Centro,Instagram Ads,2,Barras e Snacks,24.77,0.18,CLI02327
PED010998,2026-04-01,Centro,Influencer,1,Barras e Snacks,16.14,0.2,CLI02597
PED010999,2026-04-20,Centro,Orgânico,2,Whey Protein,187.57,0.01,CLI03599
PED011000,2026-04-11,Barra,Influencer,1,Barras e Snacks,17.11,0.18,CLI02465
PED011001,2026-04-20,Shopping Norte,Instagram Ads,2,Bebidas Funcionais,19.55,0.21,CLI02323
PED011002,2026-04-03,Centro,CRM/Email,2,Barras e Snacks,132.0,0.08,CLI02575
PED011003,2026-04-03,Centro,Influencer,1,Vitaminas,41.18,0.17,CLI00129
PED011004,2026-04-12,Barra,Busca Paga,2,Whey Protein,182.61,0.01,CLI03727
PED011005,2026-04-24,Barra,CRM/Email,4,Creatina,394.95,0.08,CLI01101
PED011006,2026-04-17,Shopping Norte,Influencer,1,Bebidas Funcionais,11.12,0.15,CLI00947
PED011007,2026-04-01,Shopping Norte,Instagram Ads,1,Barras e Snacks,11.44,0.22,CLI00375
PED011008,2026-04-16,Barra,Influencer,2,Bebidas Funcionais,116.0,0.19,CLI01456
PED011009,2026-04-20,Centro,Busca Paga,1,Creatina,113.06,0.06,CLI02368
PED011010,2026-04-26,Barra,CRM/Email,2,Creatina,177.82,0.05,CLI00137
PED011011,2026-04-04,Centro,Orgânico,4,Vitaminas,243.98,0.07,CLI02703
PED011012,2026-04-11,Centro,Busca Paga,1,Bebidas Funcionais,12.74,0.02,CLI00092
PED011013,2026-04-26,Barra,Busca Paga,3,Whey Protein,416.42,0.04,CLI00220
PED011014,2026-04-06,Centro,Busca Paga,3,Bebidas Funcionais,178.9,0.08,CLI04689
PED011015,2026-04-24,Shopping Norte,Influencer,2,Barras e Snacks,31.05,0.22,CLI00273
PED011016,2026-04-11,Barra,Influencer,3,Barras e Snacks,73.95,0.19,CLI02004
PED011017,2026-04-20,Barra,Instagram Ads,1,Barras e Snacks,14.73,0.18,CLI03605
PED011018,2026-04-23,Barra,Orgânico,1,Barras e Snacks,19.56,0.04,CLI04821
PED011019,2026-04-24,Shopping Norte,Busca Paga,2,Vitaminas,283.42,0.02,CLI03372
PED011020,2026-04-27,Shopping Norte,CRM/Email,3,Whey Protein,503.4,0.04,CLI01535
PED011021,2026-04-08,Shopping Norte,CRM/Email,2,Creatina,281.22,0.02,CLI00650
PED011022,2026-04-11,Shopping Norte,CRM/Email,3,Vitaminas,198.48,0.07,CLI00486
PED011023,2026-04-18,Shopping Norte,Orgânico,2,Vitaminas,284.63,0.01,CLI00492
PED011024,2026-04-21,Shopping Norte,Influencer,2,Bebidas Funcionais,96.53,0.2,CLI03598
PED011025,2026-04-01,Barra,Instagram Ads,2,Vitaminas,70.4,0.16,CLI02005
PED011026,2026-04-23,Barra,Orgânico,2,Whey Protein,189.33,0.03,CLI02372
PED011027,2026-04-14,Barra,Influencer,1,Barras e Snacks,15.79,0.2,CLI00079
PED011028,2026-04-04,Centro,Instagram Ads,3,Creatina,162.73,0.24,CLI03572
PED011029,2026-04-02,Centro,Instagram Ads,3,Bebidas Funcionais,61.07,0.24,CLI00922
PED011030,2026-04-02,Shopping Norte,Instagram Ads,1,Creatina,110.09,0.2,CLI04435
PED011031,2026-04-27,Shopping Norte,Busca Paga,4,Barras e Snacks,293.97,0.02,CLI03250
PED011032,2026-04-18,Shopping Norte,Influencer,1,Whey Protein,165.18,0.17,CLI03948
PED011033,2026-04-08,Shopping Norte,CRM/Email,3,Barras e Snacks,336.36,0.05,CLI01146
PED011034,2026-04-07,Shopping Norte,Instagram Ads,2,Barras e Snacks,28.7,0.17,CLI00059
PED011035,2026-04-05,Centro,Busca Paga,2,Whey Protein,298.79,0.08,CLI00809
PED011036,2026-04-27,Barra,CRM/Email,2,Vitaminas,260.42,0.07,CLI01278
PED011037,2026-04-21,Barra,Orgânico,4,Bebidas Funcionais,279.24,0.02,CLI04517
PED011038,2026-04-07,Centro,Instagram Ads,1,Barras e Snacks,13.71,0.21,CLI04379
PED011039,2026-04-27,Barra,Instagram Ads,2,Vitaminas,56.45,0.16,CLI04487
PED011040,2026-04-17,Shopping Norte,Instagram Ads,2,Whey Protein,149.99,0.19,CLI02882
PED011041,2026-04-18,Shopping Norte,Busca Paga,4,Whey Protein,442.61,0.07,CLI01680
PED011042,2026-04-02,Shopping Norte,Busca Paga,3,Vitaminas,286.94,0.03,CLI00207
PED011043,2026-04-17,Shopping Norte,Busca Paga,2,Whey Protein,336.83,0.06,CLI01308
PED011044,2026-04-24,Centro,Orgânico,2,Creatina,189.01,0.01,CLI01430
PED011045,2026-04-23,Barra,Instagram Ads,1,Barras e Snacks,17.43,0.16,CLI04249
PED011046,2026-04-04,Barra,CRM/Email,2,Barras e Snacks,30.41,0.04,CLI03876
PED011047,2026-04-27,Centro,CRM/Email,1,Vitaminas,48.47,0.06,CLI02123
PED011048,2026-04-25,Barra,CRM/Email,2,Creatina,350.25,0.03,CLI04236
PED011049,2026-04-15,Centro,Orgânico,2,Whey Protein,414.45,0.03,CLI02199
PED011050,2026-04-04,Shopping Norte,Instagram Ads,1,Bebidas Funcionais,9.11,0.24,CLI01798
PED011051,2026-04-15,Shopping Norte,Influencer,1,Barras e Snacks,14.18,0.15,CLI03602
PED011052,2026-04-06,Barra,Influencer,1,Whey Protein,144.29,0.15,CLI03096
PED011053,2026-04-07,Shopping Norte,Instagram Ads,1,Barras e Snacks,15.37,0.15,CLI04041
PED011054,2026-04-09,Centro,CRM/Email,3,Creatina,419.3,0.04,CLI01088
PED011055,2026-04-02,Centro,Orgânico,3,Vitaminas,450.21,0.06,CLI03049
PED011056,2026-04-19,Shopping Norte,Influencer,2,Barras e Snacks,29.98,0.17,CLI03089
PED011057,2026-04-20,Shopping Norte,Busca Paga,2,Whey Protein,382.37,0.02,CLI02183
PED011058,2026-04-06,Shopping Norte,Orgânico,4,Vitaminas,289.87,0.06,CLI00100
PED011059,2026-04-15,Barra,Orgânico,2,Bebidas Funcionais,139.97,0.03,CLI03548
PED011060,2026-04-25,Shopping Norte,CRM/Email,3,Creatina,290.21,0.06,CLI02707
PED011061,2026-04-01,Barra,Orgânico,1,Barras e Snacks,16.74,0.04,CLI00940
PED011062,2026-04-14,Shopping Norte,Influencer,1,Barras e Snacks,15.47,0.24,CLI04832
PED011063,2026-04-23,Shopping Norte,Influencer,2,Barras e Snacks,27.3,0.19,CLI03701
PED011064,2026-04-01,Barra,Instagram Ads,1,Vitaminas,43.29,0.2,CLI02846
PED011065,2026-04-10,Barra,Busca Paga,2,Barras e Snacks,25.78,0.07,CLI02155
PED011066,2026-04-24,Centro,Instagram Ads,1,Whey Protein,142.89,0.23,CLI03360
PED011067,2026-04-08,Centro,Instagram Ads,1,Barras e Snacks,15.04,0.2,CLI03136
PED011068,2026-04-25,Shopping Norte,Instagram Ads,3,Barras e Snacks,42.0,0.18,CLI04607
PED011069,2026-04-16,Barra,Influencer,3,Vitaminas,304.39,0.18,CLI00054
PED011070,2026-04-20,Centro,Instagram Ads,2,Barras e Snacks,33.56,0.17,CLI04763
PED011071,2026-04-20,Shopping Norte,Instagram Ads,2,Creatina,282.2,0.25,CLI03301
PED011072,2026-04-06,Centro,Influencer,1,Barras e Snacks,13.5,0.24,CLI00360
PED011073,2026-04-24,Shopping Norte,Orgânico,2,Barras e Snacks,156.23,0.03,CLI03495
PED011074,2026-04-01,Shopping Norte,Busca Paga,3,Barras e Snacks,211.3,0.04,CLI01661
PED011075,2026-04-18,Centro,Busca Paga,2,Creatina,157.1,0.03,CLI03346
PED011076,2026-04-14,Barra,Instagram Ads,3,Bebidas Funcionais,100.83,0.24,CLI00529
